Report Date	Sales Date	Quantity	Price	Subtotal	Isrc	Barcode	CDBabySku	Album Name	Artist Name	Track Name	Partner Name	Transaction Type	Delivery Country
2021-12-25	2021-12-01	1	0.803	0.803	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	AE
2021-12-25	2021-12-01	2	3.622	7.244	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	iTunes - Apple Music – US	Stream	LT
2021-12-25	2021-12-01	2	1.744	3.487	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	FR
2021-12-25	2021-12-01	1	0.834	0.834	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	SG
2021-12-25	2021-12-01	1	0.498	0.498	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Spotify	Stream	CZ
2021-12-25	2021-12-01	2	0.77	1.541	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	AU
2021-12-25	2021-12-01	1	3.608	3.608	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	iTunes - Apple Music – US	Stream	US
2021-12-25	2021-12-01	2	1.747	3.494	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Amazon US Premium Service	Download	CO
2021-12-25	2021-12-01	1	0.749	0.749	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	FR
2021-12-25	2021-12-01	1	1.73	1.73	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	BE
2021-12-26	2021-12-02	2	1.761	3.523	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	ZA
2021-12-26	2021-12-02	1	1.752	1.752	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Amazon US Premium Service	Download	CO
2021-12-26	2021-12-02	1	1.74	1.74	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Stream	JP
2021-12-26	2021-12-02	2	0.42	0.84	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Spotify	Stream	DE
2021-12-26	2021-12-02	1	1.776	1.776	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Download	HK
2021-12-26	2021-12-02	2	6.44	12.881	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	JP
2021-12-26	2021-12-02	1	0.797	0.797	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	CO
2021-12-26	2021-12-02	2	0.82	1.641	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	Tidal	Stream	AE
2021-12-26	2021-12-02	1	0.793	0.793	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	KG
2021-12-26	2021-12-02	2	6.365	12.731	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	YouTube Music	Stream	IL
2021-12-26	2021-12-02	1	1.707	1.707	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Stream	KR
2021-12-26	2021-12-02	2	0.733	1.465	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	GB
2021-12-26	2021-12-02	2	0.813	1.626	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	DE
2021-12-26	2021-12-02	2	6.388	12.776	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	JP
2021-12-26	2021-12-02	1	0.739	0.739	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Tidal	Stream	UK
2021-12-26	2021-12-02	2	0.457	0.913	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	NL
2021-12-27	2021-12-03	2	6.452	12.904	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	IL
2021-12-27	2021-12-03	2	0.737	1.473	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Tidal	Stream	CZ
2021-12-27	2021-12-03	2	6.401	12.801	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	IL
2021-12-27	2021-12-03	1	0.71	0.71	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	SE
2021-12-27	2021-12-03	1	0.813	0.813	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Tidal	Stream	RU
2021-12-27	2021-12-03	2	6.4	12.8	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	YouTube Music	Stream	LT
2021-12-27	2021-12-03	1	0.464	0.464	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	FR
2021-12-27	2021-12-03	2	0.754	1.509	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	AU
2021-12-27	2021-12-03	2	0.469	0.939	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Spotify	Stream	CZ
2021-12-27	2021-12-03	2	3.66	7.321	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	iTunes - Apple Music – US	Stream	RU
2021-12-27	2021-12-03	2	1.72	3.441	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Amazon US Premium Service	Stream	GE
2021-12-27	2021-12-03	1	6.363	6.363	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	FR
2021-12-27	2021-12-03	1	3.588	3.588	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	iTunes - Apple Music – US	Stream	CO
2021-12-27	2021-12-03	1	0.442	0.442	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	UK
2021-12-28	2021-12-04	1	0.439	0.439	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Spotify	Stream	FR
2021-12-28	2021-12-04	2	0.802	1.604	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	BG
2021-12-29	2021-12-05	1	3.582	3.582	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	iTunes - Apple Music – US	Stream	DE
2021-12-29	2021-12-05	2	1.704	3.408	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Amazon US Premium Service	Download	MY
2021-12-29	2021-12-05	1	3.652	3.652	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	iTunes - Apple Music – US	Stream	KG
2021-12-29	2021-12-05	1	0.487	0.487	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	CH
2021-12-30	2021-12-06	1	3.605	3.605	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	iTunes - Apple Music – US	Stream	CO
2021-12-30	2021-12-06	2	6.375	12.749	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	ZA
2021-12-30	2021-12-06	2	3.64	7.281	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	iTunes - Apple Music – US	Stream	CR
2021-12-30	2021-12-06	1	0.774	0.774	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	ZA
2021-12-30	2021-12-06	2	3.631	7.262	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	iTunes - Apple Music – US	Stream	ZA
2021-12-30	2021-12-06	2	0.785	1.57	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	HR
2021-12-30	2021-12-06	2	0.478	0.955	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	MY
2021-12-30	2021-12-06	1	1.721	1.721	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	RO
2021-12-30	2021-12-06	1	1.781	1.781	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Download	KG
2021-12-30	2021-12-06	1	3.675	3.675	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	iTunes - Apple Music – US	Stream	GB
2021-12-30	2021-12-06	1	6.445	6.445	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	YouTube Music	Stream	CO
2021-12-30	2021-12-06	2	3.637	7.274	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	iTunes - Apple Music – US	Stream	LT
2021-12-30	2021-12-06	2	0.463	0.925	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	AU
2021-12-30	2021-12-06	1	3.622	3.622	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	iTunes - Apple Music – US	Stream	KR
2021-12-31	2021-12-07	1	0.793	0.793	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	Tidal	Stream	US
2021-12-31	2021-12-07	2	0.786	1.571	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	CR
2021-12-31	2021-12-07	1	0.483	0.483	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Spotify	Stream	HK
2021-12-31	2021-12-07	2	6.422	12.844	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	MY
2021-12-31	2021-12-07	2	3.624	7.248	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	iTunes - Apple Music – US	Stream	UK
2022-01-01	2021-12-08	2	1.712	3.425	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Download	MX
2022-01-01	2021-12-08	1	6.408	6.408	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	BE
2022-01-01	2021-12-08	2	0.82	1.641	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	US
2022-01-01	2021-12-08	2	1.728	3.456	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Amazon US Premium Service	Download	CH
2022-01-01	2021-12-08	2	3.603	7.206	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	iTunes - Apple Music – US	Stream	SA
2022-01-01	2021-12-08	2	1.734	3.469	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Amazon US Premium Service	Download	LT
2022-01-01	2021-12-08	2	0.738	1.476	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	BG
2022-01-01	2021-12-08	1	1.763	1.763	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Amazon US Premium Service	Stream	LU
2022-01-01	2021-12-08	1	3.629	3.629	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	CZ
2022-01-01	2021-12-08	2	1.698	3.397	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Download	CO
2022-01-01	2021-12-08	2	0.794	1.588	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	MX
2022-01-02	2021-12-09	1	0.438	0.438	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Spotify	Stream	CY
2022-01-02	2021-12-09	2	6.402	12.805	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	GE
2022-01-02	2021-12-09	1	3.612	3.612	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	iTunes - Apple Music – US	Stream	FR
2022-01-02	2021-12-09	2	6.436	12.872	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	YouTube Music	Stream	BE
2022-01-02	2021-12-09	2	6.374	12.749	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	YouTube Music	Stream	HR
2022-01-02	2021-12-09	1	1.736	1.736	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Stream	GB
2022-01-02	2021-12-09	2	3.642	7.284	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	CH
2022-01-03	2021-12-10	2	3.633	7.266	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	LV
2022-01-03	2021-12-10	2	6.358	12.715	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	YouTube Music	Stream	NL
2022-01-03	2021-12-10	2	1.769	3.539	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	GE
2022-01-03	2021-12-10	1	1.704	1.704	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Download	EG
2022-01-03	2021-12-10	1	0.469	0.469	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	JP
2022-01-03	2021-12-10	1	0.488	0.488	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	AE
2022-01-04	2021-12-11	1	6.441	6.441	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	CA
2022-01-04	2021-12-11	1	1.783	1.783	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	CR
2022-01-04	2021-12-11	2	6.433	12.865	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	YouTube Music	Stream	HK
2022-01-04	2021-12-11	2	0.471	0.942	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Spotify	Stream	CR
2022-01-04	2021-12-11	2	1.75	3.5	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Amazon US Premium Service	Stream	MX
2022-01-04	2021-12-11	1	3.611	3.611	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	SG
2022-01-04	2021-12-11	2	0.758	1.516	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	EG
2022-01-04	2021-12-11	2	0.431	0.862	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	DE
2022-01-04	2021-12-11	2	3.696	7.392	-----	-----	-----	Meltdown	Radioactive Cheese	Cheddar Shredder	iTunes - Apple Music – US	Stream	FR
2022-01-04	2021-12-11	2	3.657	7.313	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	iTunes - Apple Music – US	Stream	DE
2022-01-05	2021-12-12	2	1.678	3.355	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Download	LU
2022-01-06	2021-12-13	2	0.775	1.55	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Tidal	Stream	US
2022-01-06	2021-12-13	1	0.79	0.79	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	US
2022-01-06	2021-12-13	2	0.485	0.969	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	CZ
2022-01-06	2021-12-13	1	6.378	6.378	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	YouTube Music	Stream	CH
2022-01-06	2021-12-13	2	0.86	1.719	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	LT
2022-01-06	2021-12-13	1	0.799	0.799	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Tidal	Stream	BE
2022-01-06	2021-12-13	2	0.804	1.609	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Tidal	Stream	SE
2022-01-06	2021-12-13	1	0.811	0.811	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Tidal	Stream	EG
2022-01-06	2021-12-13	2	3.557	7.114	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	BG
2022-01-06	2021-12-13	1	6.373	6.373	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	CH
2022-01-06	2021-12-13	1	1.711	1.711	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Download	CY
2022-01-06	2021-12-13	2	6.402	12.804	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	CZ
2022-01-06	2021-12-13	2	3.636	7.273	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	iTunes - Apple Music – US	Stream	CY
2022-01-06	2021-12-13	1	6.446	6.446	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	YouTube Music	Stream	NL
2022-01-07	2021-12-14	1	0.803	0.803	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Tidal	Stream	GB
2022-01-07	2021-12-14	1	1.695	1.695	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Download	RU
2022-01-08	2021-12-15	1	6.361	6.361	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	YouTube Music	Stream	HK
2022-01-08	2021-12-15	2	0.758	1.516	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	LV
2022-01-08	2021-12-15	2	3.638	7.277	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	MY
2022-01-08	2021-12-15	2	1.731	3.462	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Download	NL
2022-01-08	2021-12-15	1	0.798	0.798	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Tidal	Stream	GB
2022-01-09	2021-12-16	2	1.769	3.539	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Stream	HK
2022-01-09	2021-12-16	1	0.484	0.484	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Spotify	Stream	BE
2022-01-09	2021-12-16	1	6.398	6.398	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	YouTube Music	Stream	AU
2022-01-09	2021-12-16	2	0.528	1.056	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Spotify	Stream	RU
2022-01-09	2021-12-16	1	0.479	0.479	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Spotify	Stream	RU
2022-01-10	2021-12-17	2	6.412	12.823	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	CH
2022-01-10	2021-12-17	2	6.41	12.82	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	DE
2022-01-10	2021-12-17	2	1.716	3.432	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Stream	LT
2022-01-10	2021-12-17	2	0.441	0.881	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	RU
2022-01-10	2021-12-17	1	0.466	0.466	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Spotify	Stream	UA
2022-01-10	2021-12-17	2	3.605	7.211	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	iTunes - Apple Music – US	Stream	BG
2022-01-10	2021-12-17	1	3.678	3.678	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	iTunes - Apple Music – US	Stream	GB
2022-01-10	2021-12-17	2	1.708	3.416	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Download	LV
2022-01-10	2021-12-17	2	1.738	3.475	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Amazon US Premium Service	Download	JP
2022-01-10	2021-12-17	2	0.473	0.946	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Spotify	Stream	LV
2022-01-10	2021-12-17	2	3.636	7.271	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	iTunes - Apple Music – US	Stream	JP
2022-01-10	2021-12-17	2	0.504	1.007	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	CO
2022-01-11	2021-12-18	2	0.757	1.513	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Tidal	Stream	GE
2022-01-11	2021-12-18	1	0.781	0.781	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	UK
2022-01-12	2021-12-19	2	6.424	12.847	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	YouTube Music	Stream	KG
2022-01-12	2021-12-19	1	0.735	0.735	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Tidal	Stream	SE
2022-01-12	2021-12-19	1	0.77	0.77	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	Tidal	Stream	CY
2022-01-12	2021-12-19	1	6.427	6.427	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	YouTube Music	Stream	CH
2022-01-12	2021-12-19	2	3.59	7.18	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	iTunes - Apple Music – US	Stream	FR
2022-01-12	2021-12-19	1	1.714	1.714	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	GE
2022-01-12	2021-12-19	2	3.609	7.217	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	iTunes - Apple Music – US	Stream	CZ
2022-01-12	2021-12-19	2	0.837	1.674	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Tidal	Stream	FR
2022-01-12	2021-12-19	1	0.465	0.465	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Spotify	Stream	US
2022-01-12	2021-12-19	1	0.509	0.509	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	Spotify	Stream	BE
2022-01-12	2021-12-19	1	0.745	0.745	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Swiss Miss	Tidal	Stream	ZA
2022-01-12	2021-12-19	2	1.697	3.394	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Download	SG
2022-01-12	2021-12-19	2	1.68	3.36	-----	-----	-----	Meltdown	Radioactive Cheese	Rock 'n' Roll Roquefort	Amazon US Premium Service	Stream	UA
2022-01-12	2021-12-19	1	6.455	6.455	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	YouTube Music	Stream	LT
2022-01-12	2021-12-19	1	1.711	1.711	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Amazon US Premium Service	Stream	SE
2022-01-12	2021-12-19	1	6.367	6.367	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	G.O.A.T.	YouTube Music	Stream	JP
2022-01-12	2021-12-19	1	0.46	0.46	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	GE
2022-01-13	2021-12-20	1	0.811	0.811	-----	-----	-----	Meltdown	Radioactive Cheese	American Cheese	Tidal	Stream	UK
2022-01-13	2021-12-20	2	3.6	7.2	-----	-----	-----	Meltdown	Radioactive Cheese	Nuclear Brie-action	iTunes - Apple Music – US	Stream	BG
2022-01-13	2021-12-20	1	0.791	0.791	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Tidal	Stream	US
2022-01-13	2021-12-20	2	0.802	1.604	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Tidal	Stream	LT
2022-01-13	2021-12-20	2	1.738	3.476	-----	-----	-----	Meltdown	Radioactive Cheese	Muenster Truck Madness	Amazon US Premium Service	Stream	RO
2022-01-13	2021-12-20	2	1.714	3.429	-----	-----	-----	Meltdown	Radioactive Cheese	Mushroom Cloud Burger	Amazon US Premium Service	Stream	MY
2022-01-13	2021-12-20	1	1.762	1.762	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Download	CY
2022-01-13	2021-12-20	1	0.542	0.542	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheddar	Spotify	Stream	AE
2022-01-13	2021-12-20	1	1.763	1.763	-----	-----	-----	Meltdown	Radioactive Cheese	Fun Do	Amazon US Premium Service	Stream	CH
2022-01-13	2021-12-20	1	6.387	6.387	-----	-----	-----	Meltdown	Radioactive Cheese	Cheesy Poofs	YouTube Music	Stream	MY
2022-01-13	2021-12-20	1	1.765	1.765	-----	-----	-----	Cheesy Pee (a.k.a. Cheese EP)	Radioactive Cheese	Cheesy Mac Daddy	Amazon US Premium Service	Download	EG
